latitude,longitude,depth_m
18.54594565,73.96069351,1.76262844
18.54594617,73.96078825,1.770163222
18.54594669,73.96088299,1.788082443
18.54594721,73.96097773,1.753085625
18.54594773,73.96107247,1.75136417
18.54594825,73.96116722,1.747468815
18.54594877,73.96126196,1.766683605
18.54594929,73.9613567,1.776196639
18.54594982,73.96145144,1.764255157
18.54580711,73.95197778,1.996593332
18.54580763,73.95207253,1.971597875
18.54580816,73.95216727,1.948885285
18.54580868,73.95226201,1.918374859
18.54580921,73.95235675,1.910967229
18.54580974,73.95245149,1.876074247
18.54581026,73.95254623,1.845023842
18.54581079,73.95264098,1.834859821
18.54581394,73.95320943,1.711440934
18.54581446,73.95330417,1.719911264
18.54581499,73.95339891,1.750256194
18.54581551,73.95349365,1.748796826
18.54581604,73.9535884,1.744687826
18.54581656,73.95368314,1.750053218
18.54581709,73.95377788,1.749103512
18.54581761,73.95387262,1.74372798
18.54581814,73.95396736,1.743094122
18.54581866,73.95406211,1.747762066
18.54581919,73.95415685,1.746862331
18.54581971,73.95425159,1.76262844
18.54582024,73.95434633,1.76262844
18.54582076,73.95444107,1.76262844
18.54582129,73.95453582,1.76262844
18.54582181,73.95463056,1.76262844
18.54582234,73.9547253,1.76262844
18.54582286,73.95482004,1.76262844
18.54585163,73.96003086,1.814607685
18.54585215,73.9601256,1.790003162
18.54585267,73.96022034,1.773479826
18.54585319,73.96031508,1.771072857
18.54585371,73.96040983,1.762328904
